Date,Safe Haven Demand
2021-02-04,2.2956542157161746
2021-02-05,2.0402501727900226
2021-02-08,3.243216398356002
2021-02-09,3.0469348078651692
2021-02-10,2.8383102577338617
2021-02-11,3.216940809073954
2021-02-12,5.086499701852537
2021-02-16,4.969471972509432
2021-02-17,3.549769582541911
2021-02-18,2.89329565094891
2021-02-19,3.593845113627396
2021-02-22,2.9733434573312416
2021-02-23,3.120281618108265
2021-02-24,7.030215579613594
2021-02-25,4.714410963751055
2021-02-26,5.18644806224782
2021-03-01,6.210199126842349
2021-03-02,3.5508282423329094
2021-03-03,2.404805961878466
2021-03-04,0.5131117487645467
2021-03-05,1.853189797369197
2021-03-08,1.0570166466391893
2021-03-09,2.133908924138827
2021-03-10,2.825561470991591
2021-03-11,3.642435314402795
2021-03-12,3.682245273879709
2021-03-15,3.548115245824141
2021-03-16,3.47687646622786
2021-03-17,4.391915427905719
2021-03-18,3.314474484973085
2021-03-19,3.798045393427039
2021-03-22,4.24600032888056
2021-03-23,1.7434101772322192
2021-03-24,2.2158382517417974
2021-03-25,4.004059837024008
2021-03-26,3.355213401972257
2021-03-29,4.60729998463038
2021-03-30,5.296963802716208
2021-03-31,6.65559333354537
2021-04-01,5.343790124952571
2021-04-05,7.251453988507732
2021-04-06,5.695468882571191
2021-04-07,5.455863504228881
2021-04-08,4.500038776804922
2021-04-09,4.627779474037357
2021-04-12,4.224903300162816
2021-04-13,4.245851293222365
2021-04-14,3.515932592929042
2021-04-15,4.906402359313603
2021-04-16,5.690453130930608
2021-04-19,4.77001371048086
2021-04-20,5.021938282608298
2021-04-21,6.636679285857902
2021-04-22,5.227946154004656
2021-04-23,4.429652797811615
2021-04-26,4.47790993507077
2021-04-27,5.01465671319979
2021-04-28,4.286776106082052
2021-04-29,4.389705289727019
2021-04-30,1.8640151725153973
2021-05-03,2.5304369717682804
2021-05-04,1.582824114924721
2021-05-05,1.3454022849073664
2021-05-06,1.1251255358800931
2021-05-07,1.7241037342665695
2021-05-10,1.04773517994583
2021-05-11,0.5241528710206422
2021-05-12,-1.5586696739206518
2021-05-13,-1.3489439895484647
2021-05-14,0.33658500472492875
2021-05-17,1.2224113473507003
2021-05-18,-0.5190134335898039
2021-05-19,0.4724972486611358
2021-05-20,-0.0592778664651088
2021-05-21,-0.4794951082986484
2021-05-24,0.06017313606719926
2021-05-25,-0.35490801149535284
2021-05-26,-0.864631258753527
2021-05-27,0.1018483839635642
2021-05-28,0.1913306960297094
2021-06-01,0.945266791875715
2021-06-02,1.107280501376923
2021-06-03,0.2066788369393302
2021-06-04,-0.12420318092355878
2021-06-07,0.6500288856072369
2021-06-08,1.1068364606701966
2021-06-09,2.3606992962238063
2021-06-10,1.3192455013317488
2021-06-11,0.292112523193719
2021-06-14,0.9980813748720757
2021-06-15,1.6657610734300907
2021-06-16,1.767555424259898
2021-06-17,0.7200644198145731
2021-06-18,-1.1189120087175253
2021-06-21,-0.2967270274748637
2021-06-22,0.5854554089475019
2021-06-23,0.4274889471917259
2021-06-24,0.8011227792152142
2021-06-25,1.1820186513356299
2021-06-28,1.0747686374008192
2021-06-29,1.0128769700420548
2021-06-30,1.0793194793069332
2021-07-01,1.4237213943665945
2021-07-02,1.841339061844642
2021-07-06,1.333855929612492
2021-07-07,1.9401413295788836
2021-07-08,1.0144785358007546
2021-07-09,2.2910197030553343
2021-07-12,2.1623325515744827
2021-07-13,2.331160495836883
2021-07-14,1.90981291622502
2021-07-15,1.5232760424656435
2021-07-16,2.7300065657803874
2021-07-19,-1.4406059437120977
2021-07-20,-0.14451498796542103
2021-07-21,1.1291641842288653
2021-07-22,0.5068221537264765
2021-07-23,1.0809266041284256
2021-07-26,1.525336564099436
2021-07-27,0.6287057979230289
2021-07-28,0.5545705918082452
2021-07-29,0.6025081701233056
2021-07-30,-0.6006592321755719
2021-08-02,-0.392263458524199
2021-08-03,0.26968828343218837
2021-08-04,0.8885849715544042
2021-08-05,0.30124630682059755
2021-08-06,0.643263045389525
2021-08-09,0.8320842463664035
2021-08-10,1.4373865771423284
2021-08-11,2.3346271128561367
2021-08-12,3.437747191631544
2021-08-13,5.542428882378124
2021-08-16,3.9606805351972674
2021-08-17,1.900285258867357
2021-08-18,0.8605607494105516
2021-08-19,-0.3515096135443902
2021-08-20,0.20212623246849593
2021-08-23,1.943627776153364
2021-08-24,2.532770169930106
2021-08-25,2.379495775852179
2021-08-26,2.57254779002044
2021-08-27,3.722948958287175
2021-08-30,3.192059922503484
2021-08-31,3.732540881550963
2021-09-01,2.805328362368232
2021-09-02,2.227763836931557
2021-09-03,2.2794686397643664
2021-09-07,2.034566277227167
2021-09-08,1.4967488847026318
2021-09-09,0.42174821540630814
2021-09-10,0.2890199039217177
2021-09-13,0.36603326541250236
2021-09-14,0.08787763807051366
2021-09-15,2.1391122566910217
2021-09-16,2.334119528373176
2021-09-17,0.7546341108111424
2021-09-20,-2.254268260919627
2021-09-21,-2.690680345367741
2021-09-22,-2.4246091847321756
2021-09-23,0.243983973372878
2021-09-24,-0.1887677986932193
2021-09-27,-0.4756458250974625
2021-09-28,-2.134040776095546
2021-09-29,-2.138668875649535
2021-09-30,-3.6139593011250253
2021-10-01,-3.01351722163905
2021-10-04,-4.220749194363398
2021-10-05,-2.5201416460669313
2021-10-06,-1.428228487176884
2021-10-07,0.20744229844370765
2021-10-08,0.16571863278675505
2021-10-11,0.5607337276543087
2021-10-12,-1.0997988176363727
2021-10-13,-1.0718418954668882
2021-10-14,1.038295359820541
2021-10-15,4.516797368181632
2021-10-18,4.951060852680106
2021-10-19,5.189403641732442
2021-10-20,3.51829011830792
2021-10-21,3.936941303784191
2021-10-22,3.6198910556805957
2021-10-25,5.751875300459637
2021-10-26,5.67238723379048
2021-10-27,6.07940593516717
2021-10-28,6.435140176435289
2021-10-29,7.862184772085501
2021-11-01,6.737128846876347
2021-11-02,6.486556446420114
2021-11-03,6.174530597084477
2021-11-04,6.058144294479653
2021-11-05,6.439216618320232
2021-11-08,7.719966647759446
2021-11-09,6.691650710121451
2021-11-10,5.143655542494079
2021-11-11,4.215159848884128
2021-11-12,4.328591903579234
2021-11-15,3.574439580222723
2021-11-16,3.632675883528909
2021-11-17,2.4953682414306804
2021-11-18,3.15577078899273
2021-11-19,2.2994077092898277
2021-11-22,2.733098678765501
2021-11-23,4.299872254656265
2021-11-24,3.018926039420486
2021-11-26,-0.7258173094947254
2021-11-29,0.489498442274557
2021-11-30,-2.17531422306771
2021-12-01,-4.35323554159792
2021-12-02,-2.5459097671185353
2021-12-03,-3.805796819635298
2021-12-06,-2.6757251685813666
2021-12-07,0.5459218708845156
2021-12-08,1.0734762722662903
2021-12-09,-0.22827923667503927
2021-12-10,0.1349032806978858
2021-12-13,-1.9774595539917288
2021-12-14,-2.986560724580639
2021-12-15,-0.6914528171651179
2021-12-16,-2.0760131945506815
2021-12-17,-2.8511827679351645
2021-12-20,-4.318390874449572
2021-12-21,-2.736965682992815
2021-12-22,-1.7820665561922393
2021-12-23,2.650694126638649
2021-12-27,2.5480897483491907
2021-12-28,5.073503467987814
2021-12-29,7.0405401633094
2021-12-30,4.595120290630518
2021-12-31,5.969507181959044
2022-01-03,5.77049488729014
2022-01-04,3.2928258181975325
2022-01-05,1.14093892283499
2022-01-06,2.234808667217161
2022-01-07,1.272692923036511
2022-01-10,2.776096462156312
2022-01-11,4.080397377162987
2022-01-12,2.6102605510551773
2022-01-13,2.032657009498624
2022-01-14,3.960731604118447
2022-01-18,3.952039799887294
2022-01-19,0.5585126211705135
2022-01-20,-1.6038829636040197
2022-01-21,-4.800972233594542
2022-01-24,-5.673734996994051
2022-01-25,-6.549978510739723
2022-01-26,-6.66055719864044
2022-01-27,-6.965459674891317
2022-01-28,-4.855656075188884
2022-01-31,-4.656151182902554
2022-02-01,-3.798045371484742
2022-02-02,-1.6040413871264818
2022-02-03,-3.620829865134504
2022-02-04,-2.3191352099309435
2022-02-07,-2.5330494188625825
2022-02-08,-2.1614063098469254
2022-02-09,-1.1183380460637844
2022-02-10,-0.2958127877536291
2022-02-11,-3.948547497212715
2022-02-14,-2.619203034734474
2022-02-15,0.4806064880112797
2022-02-16,1.708367712159974
2022-02-17,1.598201556210666
2022-02-18,0.1575952041228965
2022-02-22,0.1009857454632947
2022-02-23,-1.6625108500281323
2022-02-24,0.5671556239873601
2022-02-25,0.5860970638613572
2022-02-28,-2.4888867578941505
2022-03-01,-5.761886554634086
2022-03-02,-3.233163794661477
2022-03-03,-2.2803062559075893
2022-03-04,-5.367180138555236
2022-03-07,-7.40349862375138
2022-03-08,-8.506140051751176
2022-03-09,-6.642244072130439
2022-03-10,-5.862253130802919
2022-03-11,-4.076304555525643
2022-03-14,-3.913780358962436
2022-03-15,-3.610209923664111
2022-03-16,-1.2623424476797642
2022-03-17,2.7823722879934922
2022-03-18,4.600108560659426
2022-03-21,6.973117405825965
2022-03-22,10.214315759980858
2022-03-23,6.814903337094018
2022-03-24,6.219800066090259
2022-03-25,9.015823413124362
2022-03-28,12.001801996784275
2022-03-29,9.520456887752305
2022-03-30,9.406763289017285
2022-03-31,9.442716474615262
2022-04-01,13.19168414588488
2022-04-04,14.405536874761475
2022-04-05,10.704055684271452
2022-04-06,10.058181788204232
2022-04-07,12.119165871852125
2022-04-08,11.917323547465504
2022-04-11,8.204759732881707
2022-04-12,4.9927233030706475
2022-04-13,4.52407980586193
2022-04-14,3.3749118048608744
2022-04-18,2.4580850435734836
2022-04-19,2.948078598194193
2022-04-20,4.008207501241266
2022-04-21,1.476772987333324
2022-04-22,-2.759404022847109
2022-04-25,-3.240512499119292
2022-04-26,-7.290340976473658
2022-04-27,-5.531480580933253
2022-04-28,-1.4678367779255734
2022-04-29,-5.465160053314665
2022-05-02,-4.908429849470654
2022-05-03,-4.565618601120199
2022-05-04,-1.8231717319684242
2022-05-05,-4.947782383549095
2022-05-06,-5.137389854059149
2022-05-09,-7.720845891388022
2022-05-10,-7.048390553532773
2022-05-11,-9.908728594996484
2022-05-12,-10.156305598223922
2022-05-13,-7.772862945153601
2022-05-16,-10.690023017447203
2022-05-17,-7.21188250840584
2022-05-18,-10.86497877060933
2022-05-19,-9.177965969110083
2022-05-20,-9.514328903881117
2022-05-23,-3.768232080181215
2022-05-24,-6.152720184761889
2022-05-25,-8.001132169494127
2022-05-26,-2.982087376070087
2022-05-27,-2.195627338880908
2022-05-31,-2.0388175445472725
2022-06-01,-4.376776199867813
2022-06-02,-0.15501812947983656
2022-06-03,-1.655016155085
2022-06-06,3.474781759179796
2022-06-07,4.16050705534963
2022-06-08,5.66640746034184
2022-06-09,3.453779767348091
2022-06-10,-1.4597561441184534
2022-06-13,-2.6376762824948075
2022-06-14,-4.736290088136587
2022-06-15,-0.21342201541132907
2022-06-16,-3.078363459259552
2022-06-17,-2.5360075478325332
2022-06-21,-1.9986192159212608
2022-06-22,-1.8640150542841416
2022-06-23,-2.104672941854179
2022-06-24,-0.7167729927417953
2022-06-27,-2.7236203956736267
2022-06-28,-5.249797405156678
2022-06-29,-6.026252985695732
2022-06-30,-9.11921089089347
2022-07-01,-7.76569881360655
2022-07-05,-8.980740561368451
2022-07-06,-8.236898706115996
2022-07-07,-5.600358552087279
2022-07-08,-2.577584215373099
2022-07-11,-2.5483613076722493
2022-07-12,-1.594500133963402
2022-07-13,-3.128047969574339
2022-07-14,-2.783207072226353
2022-07-15,2.912266509804253
2022-07-18,2.198814577774759
2022-07-19,2.284006521194076
2022-07-20,4.48909594060701
2022-07-21,3.93300346106494
2022-07-22,-1.6983616976202154
2022-07-25,-1.4410148416566244
2022-07-26,-0.4603176416108325
2022-07-27,2.8857356052211043
2022-07-28,4.898139314299403
2022-07-29,6.27225948899853
2022-08-01,5.653444850977713
2022-08-02,5.136506402317368
2022-08-03,4.171564379930995
2022-08-04,3.005915251712317
2022-08-05,6.340567769180701
2022-08-08,6.864084253097247
2022-08-09,7.700806274243213
2022-08-10,9.62329181254607
2022-08-11,8.598185549495408
2022-08-12,10.602790233040514
2022-08-15,7.366619131498628
2022-08-16,6.938747039080943
2022-08-17,6.854699154631136
2022-08-18,9.075072906141992
2022-08-19,8.036172552261629
2022-08-22,7.524200906523812
2022-08-23,5.069183020341736
2022-08-24,5.376626338616578
2022-08-25,4.717237164371984
2022-08-26,2.064452415546669
2022-08-29,1.3026958999768687
2022-08-30,-0.8969781962582343
2022-08-31,-0.639289948228363
2022-09-01,-0.6077179392159342
2022-09-02,-1.522985547285391
2022-09-06,-0.712846059109383
2022-09-07,-1.5470452333912568
2022-09-08,-1.2688706317703449
2022-09-09,-0.943613765310209
2022-09-12,0.1977847354845595
2022-09-13,-3.746421238109249
2022-09-14,-3.39548154469524
2022-09-15,-4.21703958529876
2022-09-16,-4.60094234572755
2022-09-19,-2.057685254674545
2022-09-20,-2.5978481376649447
2022-09-21,-5.183940108836335
2022-09-22,-5.154550015654815
2022-09-23,-3.754248436039818
2022-09-26,-3.528517034898081
2022-09-27,-2.102054010532843
2022-09-28,-2.1242373155154435
2022-09-29,-4.852305753937049
2022-09-30,-4.53015931238921
2022-10-03,-3.7816760766785444
2022-10-04,-2.196251431584989
2022-10-05,-2.4492583155793737
2022-10-06,-4.300507912723007
2022-10-07,-7.567406489741552
2022-10-10,-4.205589263582246
2022-10-11,-5.373417063683574
2022-10-12,-5.256742040775818
2022-10-13,-1.6269348043883747
2022-10-14,-4.238785295817155
2022-10-17,-1.4649383603061068
2022-10-18,1.4312489086574238
2022-10-19,1.165182741666734
2022-10-20,2.814275613310535
2022-10-21,4.8909533541027645
2022-10-24,5.8759855110706
2022-10-25,6.498941088405893
2022-10-26,6.924820373981111
2022-10-27,7.08099139062057
2022-10-28,8.248213780315108
2022-10-31,5.019069219318271
2022-11-01,4.151912711572145
2022-11-02,2.153680951981476
2022-11-03,3.942005094930649
2022-11-04,5.795322789354597
2022-11-07,8.14160839560939
2022-11-08,8.732289165702788
2022-11-09,3.07025591721545
2022-11-10,8.40338196137688
2022-11-11,6.991529559483697
2022-11-14,5.35990127396405
2022-11-15,5.147718937034853
2022-11-16,3.734999760341925
2022-11-17,1.770523389755841
2022-11-18,1.21726174434452
2022-11-21,0.5078213592637597
2022-11-22,2.647642379483806
2022-11-23,4.008350401949129
2022-11-25,1.0786995898456966
2022-11-28,-0.349306801535158
2022-11-29,0.07846674988343863
2022-11-30,4.953166791616535
2022-12-01,4.627090718689549
2022-12-02,2.539638943294522
2022-12-05,0.2641610594127535
2022-12-06,-1.7458819273491453
2022-12-07,-0.3568617704009666
2022-12-08,-2.134281854058922
2022-12-09,-3.280279583490965
2022-12-12,-1.1471292353931422
2022-12-13,-1.7932762034723928
2022-12-14,-1.187018804091898
2022-12-15,-4.043506164159622
2022-12-16,-5.807754728120031
2022-12-19,-5.475440187234987
2022-12-20,-5.360875991464806
2022-12-21,-4.1009636975512125
2022-12-22,-5.400503005772247
2022-12-23,-2.8822885514334216
2022-12-27,-2.6742123963353346
2022-12-28,-5.592811656020498
2022-12-29,-3.5645370675449777
2022-12-30,-3.05567835176228
2023-01-03,-3.511860360309352
2023-01-04,-1.525343360104868
2023-01-05,-1.4473012928278306
2023-01-06,-1.8375764349809494
2023-01-09,-2.176850383288808
2023-01-10,-2.3517195633713306
2023-01-11,-1.2347652306718482
2023-01-12,-0.8678109628949195
2023-01-13,2.6065045028853784
2023-01-17,3.7451924294585077
2023-01-18,0.7766151971750253
2023-01-19,-0.6267001292762631
2023-01-20,0.5259507067434731
2023-01-23,3.4723503581857744
2023-01-24,1.806211427008445
2023-01-25,1.2462014808344684
2023-01-26,3.8308779847885575
2023-01-27,2.927569904461229
2023-01-30,1.6935154936243078
2023-01-31,3.963001743323444
2023-02-01,4.536731288734349
2023-02-02,7.231981828305767
2023-02-03,6.06629856018526
2023-02-06,6.601228492738856
2023-02-07,6.820683170170497
2023-02-08,4.637129913328499
2023-02-09,4.675306062883168
2023-02-10,4.445996555116
2023-02-13,5.300937771573286
2023-02-14,8.666849499446462
2023-02-15,9.866917410533826
2023-02-16,6.218547816629087
2023-02-17,4.138283566516647
2023-02-21,3.805182329048955
2023-02-22,3.5539690815641616
2023-02-23,2.2694318975769536
2023-02-24,1.3963760094851407
2023-02-27,2.4025694119684093
2023-02-28,0.9450824230926611
2023-03-01,1.018011481606442
2023-03-02,0.743903790932186
2023-03-03,1.4690565956454
2023-03-06,1.49418124409212
2023-03-07,-1.52024993689236
2023-03-08,0.100047486236888
2023-03-09,-1.93868930148068
2023-03-10,-5.78644958358651
2023-03-13,-8.03158165343991
2023-03-14,-5.93004232500296
2023-03-15,-8.57889386224846
2023-03-16,-5.04574357059762
2023-03-17,-6.79040226843997
2023-03-20,-4.67272078508578
2023-03-21,-2.08505901312068
2023-03-22,-5.23997954809412
2023-03-23,-5.58679679656753
2023-03-24,-4.99511351850623
2023-03-27,-2.99903484704508
2023-03-28,-3.79913356071645
2023-03-29,-3.39983696521883
2023-03-30,-3.72748190576354
2023-03-31,-3.15572412152099
2023-04-03,-1.46435239504953
2023-04-04,-2.9117192021516
2023-04-05,-0.999943919413084
2023-04-06,2.75923213336735
2023-04-10,5.31669701950177
2023-04-11,2.61883023719467
2023-04-12,4.04831718859302
2023-04-13,3.02505925177328
2023-04-14,5.70917005491167
2023-04-17,5.28355154979779
2023-04-18,2.97692101229522
2023-04-19,6.23597967068627
2023-04-20,5.835571786115
2023-04-21,5.48790913683503
